subject,subject_label,relation,object,object_label,sentence,source_url,subject_norm,object_norm,subject_external,object_external,subject_qid,object_qid,subject_is_wikidata,object_is_wikidata,alignment_status
1981,DATE,book,1999,DATE,"[edit]- Illustris project – Computer-simulated universes
- Planet Simulator – Machine designed to study life in the universe
- Simulacra and Simulation – 1981 book by Jean Baudrillard
- UltraHLE – 1999 Nintendo 64 emulator
References
[edit]- ^ ""simulation, n. meanings, etymology and more | Oxford English Dictionary"". www.oed.com.",https://en.wikipedia.org/wiki/Simulation,1981,1999,,,,,False,False,not_fully_aligned
1981,DATE,book,Jean Baudrillard,PERSON,"[edit]- Illustris project – Computer-simulated universes
- Planet Simulator – Machine designed to study life in the universe
- Simulacra and Simulation – 1981 book by Jean Baudrillard
- UltraHLE – 1999 Nintendo 64 emulator
References
[edit]- ^ ""simulation, n. meanings, etymology and more | Oxford English Dictionary"". www.oed.com.",https://en.wikipedia.org/wiki/Simulation,1981,jean baudrillard,,http://www.wikidata.org/entity/Q182847,,Q182847,False,True,not_fully_aligned
1983,DATE,fall,1985,DATE,"The first video game consoles released in the 1970s and early 1980s fell prey to the industry crash in 1983, but in 1985, Nintendo released the Nintendo Entertainment System (NES) which became one of the best selling consoles in video game history.[62]",https://en.wikipedia.org/wiki/Simulation,1983,1985,,,,,False,False,not_fully_aligned
1983,DATE,fall,Nintendo,ORG,"The first video game consoles released in the 1970s and early 1980s fell prey to the industry crash in 1983, but in 1985, Nintendo released the Nintendo Entertainment System (NES) which became one of the best selling consoles in video game history.[62]",https://en.wikipedia.org/wiki/Simulation,1983,nintendo,,http://www.wikidata.org/entity/Q3070866,,Q3070866,False,True,not_fully_aligned
1985,DATE,fall,Nintendo,ORG,"The first video game consoles released in the 1970s and early 1980s fell prey to the industry crash in 1983, but in 1985, Nintendo released the Nintendo Entertainment System (NES) which became one of the best selling consoles in video game history.[62]",https://en.wikipedia.org/wiki/Simulation,1985,nintendo,,http://www.wikidata.org/entity/Q3070866,,Q3070866,False,True,not_fully_aligned
1987,DATE,follow,Universal,ORG,The first modern simulator ride to open at a theme park was Disney's Star Tours in 1987 soon followed by Universal's The Funtastic World of Hanna-Barbera in 1990 which was the first ride to be done entirely with computer graphics.[68],https://en.wikipedia.org/wiki/Simulation,1987,universal,,,,,False,False,not_fully_aligned
1987,DATE,regard,ArchiCAD,ORG,"Following its launch in 1987, ArchiCAD became regarded by some as the first implementation of BIM,[8][9] as it was the first CAD product on a personal computer able to create both 2D and 3D geometry, as well as the first commercial BIM product for personal computers.[8][10][11]",https://en.wikipedia.org/wiki/Building_information_modeling,1987,archicad,,http://www.wikidata.org/entity/Q506636,,Q506636,False,True,not_fully_aligned
1988,DATE,find,Commission for Racial Equality,ORG,"For example, in 1988, the UK's Commission for Racial Equality found that St. George's Medical School had been using a computer program trained from data of previous admissions staff and this program had denied nearly 60 candidates who were found to either be women or have non-European-sounding names.[148]",https://en.wikipedia.org/wiki/Machine_learning,1988,commission for racial equality,,http://www.wikidata.org/entity/Q5152654,,Q5152654,False,True,not_fully_aligned
1988,DATE,find,St. George's Medical School,ORG,"For example, in 1988, the UK's Commission for Racial Equality found that St. George's Medical School had been using a computer program trained from data of previous admissions staff and this program had denied nearly 60 candidates who were found to either be women or have non-European-sounding names.[148]",https://en.wikipedia.org/wiki/Machine_learning,1988,st. george's medical school,,,,,False,False,not_fully_aligned
1988,DATE,find,UK,GPE,"For example, in 1988, the UK's Commission for Racial Equality found that St. George's Medical School had been using a computer program trained from data of previous admissions staff and this program had denied nearly 60 candidates who were found to either be women or have non-European-sounding names.[148]",https://en.wikipedia.org/wiki/Machine_learning,1988,uk,,,,,False,False,not_fully_aligned
1989,DATE,support,France,GPE,"[edit]The French arm of buildingSMART, called Mediaconstruct (existing since 1989), is supporting digital transformation in France.",https://en.wikipedia.org/wiki/Building_information_modeling,1989,france,,http://www.wikidata.org/entity/Q142,,Q142,False,True,not_fully_aligned
1992,DATE,paper,F. P. Tolman.[16,PERSON,The term 'Building Information Model' first appeared in a 1992 paper by G.A. van Nederveen and F. P. Tolman.[16],https://en.wikipedia.org/wiki/Building_information_modeling,1992,f. p. tolman.[16,,,,,False,False,not_fully_aligned
1992,DATE,paper,G.A. van Nederveen,PERSON,The term 'Building Information Model' first appeared in a 1992 paper by G.A. van Nederveen and F. P. Tolman.[16],https://en.wikipedia.org/wiki/Building_information_modeling,1992,g.a. van nederveen,,,,,False,False,not_fully_aligned
1998,DATE,create,Andrew Edmonds,PERSON,"In 1998, Andrew Edmonds of Science in Finance Ltd in the UK created a system called ThinkBase that offered fuzzy-logic based reasoning in a graphical context.[8]",https://en.wikipedia.org/wiki/Knowledge_graph,1998,andrew edmonds,,,,,False,False,not_fully_aligned
1998,DATE,create,Science in Finance Ltd,ORG,"In 1998, Andrew Edmonds of Science in Finance Ltd in the UK created a system called ThinkBase that offered fuzzy-logic based reasoning in a graphical context.[8]",https://en.wikipedia.org/wiki/Knowledge_graph,1998,science in finance ltd,,,,,False,False,not_fully_aligned
1998,DATE,create,UK,GPE,"In 1998, Andrew Edmonds of Science in Finance Ltd in the UK created a system called ThinkBase that offered fuzzy-logic based reasoning in a graphical context.[8]",https://en.wikipedia.org/wiki/Knowledge_graph,1998,uk,,,,,False,False,not_fully_aligned
2 November 2013,DATE,magazine,December 2011,DATE,"- ^ BuildSmart Archived 2 November 2013 at the Wayback Machine (BCA magazine), December 2011.",https://en.wikipedia.org/wiki/Building_information_modeling,2 november 2013,december 2011,,http://www.wikidata.org/entity/Q386251,,Q386251,False,True,not_fully_aligned
2 November 2022,DATE,archive,the Wayback Machine,ORG,Archived 2 November 2022 at the Wayback Machine.,https://en.wikipedia.org/wiki/Machine_learning,2 november 2022,the wayback machine,,,,,False,False,not_fully_aligned
2002,DATE,archive,2015-05-22,DATE,"Farin, Gerald (2002) Curves and Surfaces for CAGD: A Practical Guide Archived 2015-05-22 at the Wayback Machine, Morgan-Kaufmann, ISBN 1-55860-737-4.
- ^ ""Computer-Aided Design (CAD) and Computer-Aided Manufacturing (CAM)"".",https://en.wikipedia.org/wiki/Computer-aided_design,2002,2015 05 22,,,,,False,False,not_fully_aligned
2002,DATE,form,SSH,ORG,"In 2002, the Society for Simulation in Healthcare (SSH) was formed to become a leader in international interprofessional advances the application of medical simulation in healthcare[49]
The need for a ""uniform mechanism to educate, evaluate, and certify simulation instructors for the health care profession"" was recognized by McGaghie et al. in their critical review of simulation-based medical education research.[50]",https://en.wikipedia.org/wiki/Simulation,2002,ssh,,,,,False,False,not_fully_aligned
2002,DATE,form,the Society for Simulation in Healthcare,ORG,"In 2002, the Society for Simulation in Healthcare (SSH) was formed to become a leader in international interprofessional advances the application of medical simulation in healthcare[49]
The need for a ""uniform mechanism to educate, evaluate, and certify simulation instructors for the health care profession"" was recognized by McGaghie et al. in their critical review of simulation-based medical education research.[50]",https://en.wikipedia.org/wiki/Simulation,2002,the society for simulation in healthcare,,,,,False,False,not_fully_aligned
2002,DATE,release,Autodesk,ORG,"In 2002, Autodesk released a white paper entitled ""Building Information Modeling,""[18] and other software vendors also started to assert their involvement in the field.[19][unreliable source?]",https://en.wikipedia.org/wiki/Building_information_modeling,2002,autodesk,,http://www.wikidata.org/entity/Q628051,,Q628051,False,True,not_fully_aligned
2003,DATE,archive,-07-08,DATE,"- ^ Laiserin, J. (2002) ""Comparing Pommes and Naranjas Archived 2017-07-29 at the Wayback Machine"", The Laiserin Letter, 16 December 2002.
- ^ Laiserin, J. (2003) ""The BIM Page Archived 2015-07-08 at the Wayback Machine"", The Laiserin Letter.
- ^ Laiserin, in his foreword to Eastman, et al (2008, op cit) disclaimed he had coined the term, adding ""it is my opinion that the historical record ... shows that Building Information Modeling was not an innovation attributable solely to any individual or entity.""",https://en.wikipedia.org/wiki/Building_information_modeling,2003, 07 08,,,,,False,False,not_fully_aligned
2003,DATE,archive,2017-07-04,DATE,"- ^ Laiserin, J. (2003) ""Graphisoft on BIM Archived 2017-07-04 at the Wayback Machine"", The Laiserin Letter, 20 January 2003.
- ^ a b Lincoln H. Forbes, Syed M. Ahmed, (2010) Modern Construction: Lean Project Delivery and Integrated Practices, CRC Press.
- ^ Cinti Luciani, S. Garagnani, R. Mingucci (2012) ""BIM tools and design intent.",https://en.wikipedia.org/wiki/Building_information_modeling,2003,2017 07 04,,,,,False,False,not_fully_aligned
2003,DATE,concern,the University of Sydney,ORG,"For example, while in some circles the term ""computational design"" refers in general to the creation of new computational tools and methods in the context of computational thinking,[5] design computing is concerned with bridging these two fields in order to build an increased understanding of design.[6]
The Bachelor of Design Computing (BDesComp)[7] was created in 2003 at the University of Sydney and continues to be a leading programme in interaction design and creative technologies, now hosted by the Design Lab.",https://en.wikipedia.org/wiki/Computational_design,2003,the university of sydney,,,,,False,False,not_fully_aligned
2004,DATE,research,the University of Hong Kong,ORG,"The earliest AI-driven design advancements can be traced back to Professor Patrick Jensen’s 2004 research at the University of Hong Kong, where he explored neural networks to optimize space layouts based on criteria like accessibility, functionality, and aesthetics.",https://parametric-architecture.com/ai-in-architecture/,2004,the university of hong kong,,,,,False,False,not_fully_aligned
2005,DATE,found,Marc Wirk,PERSON,"In 2005, Marc Wirk founded Geonames to capture relationships between different geographic names and locales and associated entities.",https://en.wikipedia.org/wiki/Knowledge_graph,2005,marc wirk,,,,,False,False,not_fully_aligned
2005,DATE,include,Greg Lynn,PERSON,"In 2005 a jury with members including a representative from Quantum Film, Greg Lynn from Greg Lynn FORM, Jacob van Rijs of MVRDV, Gerhard Schmitt, Birger Sevaldson (Ocean North), chose among submissions ""exploring digital concepts such as computing, information, electronic media, hyper-, virtual-, and cyberspace in order to help define and discuss future space and architecture in the digital age.",https://en.wikipedia.org/wiki/Digital_architecture,2005,greg lynn,,http://www.wikidata.org/entity/Q513374,,Q513374,False,True,not_fully_aligned
2005,DATE,include,Quantum Film,ORG,"In 2005 a jury with members including a representative from Quantum Film, Greg Lynn from Greg Lynn FORM, Jacob van Rijs of MVRDV, Gerhard Schmitt, Birger Sevaldson (Ocean North), chose among submissions ""exploring digital concepts such as computing, information, electronic media, hyper-, virtual-, and cyberspace in order to help define and discuss future space and architecture in the digital age.",https://en.wikipedia.org/wiki/Digital_architecture,2005,quantum film,,http://www.wikidata.org/entity/Q121357737,,Q121357737,False,True,not_fully_aligned
2006,DATE,media service provider,Netflix,ORG,"In 2006, the media-services provider Netflix held the first ""Netflix Prize"" competition to find a program to better predict user preferences and improve the accuracy of its existing Cinematch movie recommendation algorithm by at least 10%.",https://en.wikipedia.org/wiki/Machine_learning,2006,netflix,,http://www.wikidata.org/entity/Q907311,,Q907311,False,True,not_fully_aligned
2007,DATE,archive,2009-08-12,DATE,"Pottmann, H.; Brell-Cokcan, S. and Wallner, J. (2007) ""Discrete surfaces for architectural design"" Archived 2009-08-12 at the Wayback Machine, pp. 213–234 in Curve and Surface Design, Patrick Chenin, Tom Lyche and Larry L. Schumaker (eds.), Nashboro Press, ISBN 978-0-9728482-7-5.
- ^",https://en.wikipedia.org/wiki/Computer-aided_design,2007,2009 08 12,,,,,False,False,not_fully_aligned
2007,DATE,found,DBpedia,ORG,"In 2007, both DBpedia and Freebase were founded as graph-based knowledge repositories for general-purpose knowledge.[9]",https://en.wikipedia.org/wiki/Knowledge_graph,2007,dbpedia,,http://www.wikidata.org/entity/Q465,,Q465,False,True,not_fully_aligned
2007,DATE,found,Freebase,ORG,"In 2007, both DBpedia and Freebase were founded as graph-based knowledge repositories for general-purpose knowledge.[9]",https://en.wikipedia.org/wiki/Knowledge_graph,2007,freebase,,http://www.wikidata.org/entity/Q1453477,,Q1453477,False,True,not_fully_aligned
2007,DATE,need,Erezi,PERSON,"2007, McGraw Hill Construction[page needed]
- ^ Utiome, Erezi, Drogemuller, Robin, & Docherty, Michael (2014).",https://en.wikipedia.org/wiki/Building_information_modeling,2007,erezi,,,,,False,False,not_fully_aligned
2007,DATE,need,Utiome,PERSON,"2007, McGraw Hill Construction[page needed]
- ^ Utiome, Erezi, Drogemuller, Robin, & Docherty, Michael (2014).",https://en.wikipedia.org/wiki/Building_information_modeling,2007,utiome,,,,,False,False,not_fully_aligned
2008,DATE,foreword,Eastman,PERSON,"- ^ cited by Laiserin, Jerry (2008), Foreword to Eastman, C., et al (2008), op cit, p.xii
- ^ Van Nederveen, G.A.; Tolman, F.P. (1992).",https://en.wikipedia.org/wiki/Building_information_modeling,2008,eastman,,http://www.wikidata.org/entity/Q3046582,,Q3046582,False,True,not_fully_aligned
2008,DATE,op cit p.xii,Van Nederveen,ORG,"- ^ cited by Laiserin, Jerry (2008), Foreword to Eastman, C., et al (2008), op cit, p.xii
- ^ Van Nederveen, G.A.; Tolman, F.P. (1992).",https://en.wikipedia.org/wiki/Building_information_modeling,2008,van nederveen,,,,,False,False,not_fully_aligned
2009,DATE,through initiative,2013,DATE,"Switzerland
[edit]Since 2009 through the initiative of buildingSmart Switzerland, then 2013, BIM awareness among a broader community of engineers and architects was raised due to the open competition for Basel's Felix Platter Hospital[99] where a BIM coordinator was sought.",https://en.wikipedia.org/wiki/Building_information_modeling,2009,2013,,,,,False,False,not_fully_aligned
2009,DATE,through initiative,Switzerland,GPE,"Switzerland
[edit]Since 2009 through the initiative of buildingSmart Switzerland, then 2013, BIM awareness among a broader community of engineers and architects was raised due to the open competition for Basel's Felix Platter Hospital[99] where a BIM coordinator was sought.",https://en.wikipedia.org/wiki/Building_information_modeling,2009,switzerland,,http://www.wikidata.org/entity/Q39,,Q39,False,True,not_fully_aligned
2010,DATE,article,The Wall Street Journal,ORG,"In 2010, an article in The Wall Street Journal noted the use of machine learning by Rebellion Research to predict the 2008 financial crisis.[107",https://en.wikipedia.org/wiki/Machine_learning,2010,the wall street journal,,,,,False,False,not_fully_aligned
2010,DATE,establish,Cisco Systems,ORG,"In 2010, Cisco Systems, with $25 million from the Clinton Foundation, established its Connected Urban Development program in partnership with San Francisco, Amsterdam, and Seoul.",https://en.wikipedia.org/wiki/Smart_city,2010,cisco systems,,http://www.wikidata.org/entity/Q173395,,Q173395,False,True,not_fully_aligned
2010,DATE,establish,the Clinton Foundation,ORG,"In 2010, Cisco Systems, with $25 million from the Clinton Foundation, established its Connected Urban Development program in partnership with San Francisco, Amsterdam, and Seoul.",https://en.wikipedia.org/wiki/Smart_city,2010,the clinton foundation,,,,,False,False,not_fully_aligned
2011,DATE,attract,Barcelona,GPE,"In 2011, the Smart City Expo World Congress in Barcelona attracted 6000 people from 50 countries.",https://en.wikipedia.org/wiki/Smart_city,2011,barcelona,,http://www.wikidata.org/entity/Q1492,,Q1492,False,True,not_fully_aligned
2011,DATE,attract,the Smart City Expo World Congress,ORG,"In 2011, the Smart City Expo World Congress in Barcelona attracted 6000 people from 50 countries.",https://en.wikipedia.org/wiki/Smart_city,2011,the smart city expo world congress,,,,,False,False,not_fully_aligned
2011,DATE,hear,2020,DATE,"In 2011, 43% of respondents had not heard of BIM; in 2020 73% said they were using BIM.[113]
North America
[edit]Canada
[edit]BIM is not mandatory in Canada.[114]",https://en.wikipedia.org/wiki/Building_information_modeling,2011,2020,,,,,False,False,not_fully_aligned
2012,DATE,business value,South Korea,GPE,2012 Business Value of BIM in South Korea (English).,https://en.wikipedia.org/wiki/Building_information_modeling,2012,south korea,,http://www.wikidata.org/entity/Q884,,Q884,False,True,not_fully_aligned
2012,DATE,co founder,", Vinod Khosla",PERSON,"In 2012, co-founder of Sun Microsystems, Vinod Khosla, predicted that 80% of medical doctors jobs would be lost in the next two decades to automated machine learning medical diagnostic software.[108",https://en.wikipedia.org/wiki/Machine_learning,2012,", vinod khosla",,,,,False,False,not_fully_aligned
2012,DATE,co founder,Sun Microsystems,ORG,"In 2012, co-founder of Sun Microsystems, Vinod Khosla, predicted that 80% of medical doctors jobs would be lost in the next two decades to automated machine learning medical diagnostic software.[108",https://en.wikipedia.org/wiki/Machine_learning,2012,sun microsystems,,http://www.wikidata.org/entity/Q14647,,Q14647,False,True,not_fully_aligned
2012,DATE,establish,the Smart Cities Marketplace,ORG,"The European Commission in 2012 established the Smart Cities Marketplace, a centralized hub for urban initiatives in the European Union.[57]",https://en.wikipedia.org/wiki/Smart_city,2012,the smart cities marketplace,,,,,False,False,not_fully_aligned
2012,DATE,estimate,2017,DATE,"OpenAI estimated the hardware compute used in the largest deep learning projects from AlexNet (2012) to AlphaZero (2017), and found a 300,000-fold increase in the amount of compute required, with a doubling-time trendline of 3.4 months.[167][168]
Tensor Processing Units (TPUs)
[edit]Tensor Processing Units (TPUs) are specialised hardware accelerators developed by Google specifically for machine learning workloads.",https://en.wikipedia.org/wiki/Machine_learning,2012,2017,,,,,False,False,not_fully_aligned
2012,DATE,include,the Civil and Environmental Engineering Department,ORG,"[edit]The Iran Building Information Modeling Association (IBIMA) was founded in 2012 by professional engineers from five universities in Iran, including the Civil and Environmental Engineering Department at Amirkabir University of Technology.[67]",https://en.wikipedia.org/wiki/Building_information_modeling,2012,the civil and environmental engineering department,,,,,False,False,not_fully_aligned
2012,DATE,introduce,DBpedia,ORG,"In 2012, Google introduced their Knowledge Graph,[10] building on DBpedia and Freebase among other sources.",https://en.wikipedia.org/wiki/Knowledge_graph,2012,dbpedia,,http://www.wikidata.org/entity/Q465,,Q465,False,True,not_fully_aligned
2012,DATE,introduce,Freebase,ORG,"In 2012, Google introduced their Knowledge Graph,[10] building on DBpedia and Freebase among other sources.",https://en.wikipedia.org/wiki/Knowledge_graph,2012,freebase,,http://www.wikidata.org/entity/Q1453477,,Q1453477,False,True,not_fully_aligned
2012,DATE,introduce,Google,ORG,"In 2012, Google introduced their Knowledge Graph,[10] building on DBpedia and Freebase among other sources.",https://en.wikipedia.org/wiki/Knowledge_graph,2012,google,,http://www.wikidata.org/entity/Q95,,Q95,False,True,not_fully_aligned
2012,DATE,professional engineer university,Iran,GPE,"[edit]The Iran Building Information Modeling Association (IBIMA) was founded in 2012 by professional engineers from five universities in Iran, including the Civil and Environmental Engineering Department at Amirkabir University of Technology.[67]",https://en.wikipedia.org/wiki/Building_information_modeling,2012,iran,,http://www.wikidata.org/entity/Q794,,Q794,False,True,not_fully_aligned
2012,DATE,status adoption implementation,South Korea.[74,GPE,McGraw Hill published a detailed report in 2012 on the status of BIM adoption and implementation in South Korea.[74,https://en.wikipedia.org/wiki/Building_information_modeling,2012,south korea.[74,,,,,False,False,not_fully_aligned
2012,DATE,through,Ministry of Housing and Urban-Rural Development.[36,ORG,edit]China's smart cities movement began with a pilot program launched in 2012 through its Ministry of Housing and Urban-Rural Development.[36]: 58–59,https://en.wikipedia.org/wiki/Smart_city,2012,ministry of housing and urban rural development.[36,,,,,False,False,not_fully_aligned
2013,DATE,develop,2007,DATE,"Developed by buildingSMART, Industry Foundation Classes (IFCs) – data structures for representing information – became an international standard, ISO 16739, in 2013, and BIM process standards developed in the United Kingdom from 2007 onwards formed the basis of an international standard, ISO 19650, launched in December 2018.",https://en.wikipedia.org/wiki/Building_information_modeling,2013,2007,,,,,False,False,not_fully_aligned
2013,DATE,develop,the United Kingdom,GPE,"Developed by buildingSMART, Industry Foundation Classes (IFCs) – data structures for representing information – became an international standard, ISO 16739, in 2013, and BIM process standards developed in the United Kingdom from 2007 onwards formed the basis of an international standard, ISO 19650, launched in December 2018.",https://en.wikipedia.org/wiki/Building_information_modeling,2013,the united kingdom,,,,,False,False,not_fully_aligned
2013,DATE,mandate,2015 to 2017,DATE,A building transition digital plan – French acronym PTNB – was created in 2013 (mandated since 2015 to 2017 and under several ministries).,https://en.wikipedia.org/wiki/Building_information_modeling,2013,2015 to 2017,,,,,False,False,not_fully_aligned
2013,DATE,show,France,GPE,"A 2013 survey of European BIM practice showed France in last place, but, with government support, in 2017 it had risen to third place with more than 30% of real estate projects carried out using BIM.[79]",https://en.wikipedia.org/wiki/Building_information_modeling,2013,france,,http://www.wikidata.org/entity/Q142,,Q142,False,True,not_fully_aligned
